"","UAL.Open","UAL.High","UAL.Low","UAL.Close","UAL.Volume","UAL.Adjusted"
"2013-05-07",33.630001,33.700001,33.279999,33.380001,1465700,33.380001
"2013-05-08",33.450001,33.919998,33.029999,33.279999,4821500,33.279999
"2013-05-09",33.34,33.669998,32.450001,32.560001,3335400,32.560001
"2013-05-10",32.790001,33.09,32.68,32.880001,2074000,32.880001
"2013-05-13",32.880001,33.07,32.540001,32.919998,4380200,32.919998
"2013-05-14",33.150002,33.43,32.970001,33.290001,2463000,33.290001
"2013-05-15",33.330002,35.16,33.330002,34.419998,4832500,34.419998
"2013-05-16",34.599998,34.970001,34,34.5,4348600,34.5
"2013-05-17",34.73,35.110001,34.310001,34.75,3934100,34.75
"2013-05-20",34.869999,35.27,34.220001,34.290001,2713700,34.290001
"2013-05-21",34.139999,34.389999,33.060001,33.349998,9310500,33.349998
"2013-05-22",33.419998,33.93,33.110001,33.240002,3389000,33.240002
"2013-05-23",32.880001,34.369999,32.779999,34.360001,3576500,34.360001
"2013-05-24",34.130001,34.57,33.84,34.369999,1885900,34.369999
"2013-05-28",34.630001,34.900002,33.650002,33.830002,2310900,33.830002
"2013-05-29",33.66,33.75,32.459999,33,3436200,33
"2013-05-30",33.07,33.529999,32.580002,32.639999,2793000,32.639999
"2013-05-31",32.52,32.950001,32.299999,32.459999,3532600,32.459999
"2013-06-03",32.610001,33.200001,31.65,32.16,3744600,32.16
"2013-06-04",32.150002,33.389999,32.110001,32.200001,8350500,32.200001
"2013-06-05",32.18,32.470001,31.049999,31.24,2876100,31.24
"2013-06-06",31.209999,31.459999,29.67,30.67,7387500,30.67
"2013-06-07",31.309999,32.959999,31.299999,32.939999,5691000,32.939999
"2013-06-10",32.950001,33.59,32.830002,33.279999,3229300,33.279999
"2013-06-11",32.150002,32.82,31.9,32.450001,4974100,32.450001
"2013-06-12",32.470001,33,31.969999,32.040001,2200500,32.040001
"2013-06-13",32.099998,32.790001,31.82,32.66,4300800,32.66
"2013-06-14",32.639999,33.060001,32.240002,32.669998,2219400,32.669998
"2013-06-17",32.849998,32.959999,31.690001,32.09,2460000,32.09
"2013-06-18",32.18,32.48,31.84,32.419998,1163500,32.419998
"2013-06-19",32.360001,32.490002,31.76,31.82,1281300,31.82
"2013-06-20",31.559999,31.6,30.879999,31.16,2909300,31.16
"2013-06-21",31.32,31.540001,29.290001,30.059999,7543500,30.059999
"2013-06-24",29.719999,29.93,29,29.48,3033600,29.48
"2013-06-25",29.860001,30.889999,29.57,30.75,2668300,30.75
"2013-06-26",30.9,31.450001,30.639999,30.73,1937300,30.73
"2013-06-27",30.93,31.42,30.469999,31.360001,2489300,31.360001
"2013-06-28",31.139999,31.98,31.139999,31.290001,4354300,31.290001
"2013-07-01",31.299999,33.23,31.299999,32.540001,3448900,32.540001
"2013-07-02",32.490002,32.639999,31.32,31.49,2278500,31.49
"2013-07-03",31.08,31.959999,30.889999,31.23,2068100,31.23
"2013-07-05",31.43,31.799999,31.139999,31.799999,1654600,31.799999
"2013-07-08",32,32.049999,31.370001,31.5,1925000,31.5
"2013-07-09",31.690001,32.169998,31.6,32,2061200,32
"2013-07-10",31.950001,31.950001,30.610001,30.75,3455800,30.75
"2013-07-11",31.290001,31.34,30.049999,30.84,4631600,30.84
"2013-07-12",30.59,31.68,30.59,31.440001,1892400,31.440001
"2013-07-15",31.49,32.18,31.25,32.009998,2640700,32.009998
"2013-07-16",31.99,32.02,31.1,31.16,2130500,31.16
"2013-07-17",31.139999,34.18,31.139999,33.689999,7919500,33.689999
"2013-07-18",33.689999,34.84,33.580002,34.490002,4859200,34.490002
"2013-07-19",34.139999,34.59,33.810001,34.509998,2759900,34.509998
"2013-07-22",34.509998,35.009998,34.34,35,2643900,35
"2013-07-23",34.970001,34.98,34.080002,34.560001,3052700,34.560001
"2013-07-24",34.950001,36.740002,34.869999,34.970001,6449700,34.970001
"2013-07-25",35.07,35.439999,33.029999,34.299999,7160100,34.299999
"2013-07-26",33.93,36.310001,33.860001,36.25,5126100,36.25
"2013-07-29",36.09,36.200001,34.759998,34.849998,3741600,34.849998
"2013-07-30",35.169998,35.400002,34.66,34.970001,2388300,34.970001
"2013-07-31",34.990002,35.389999,34.84,34.849998,3215900,34.849998
"2013-08-01",35.060001,35.939999,34.959999,35.310001,3230000,35.310001
"2013-08-02",35.32,35.650002,34.900002,35.650002,2382800,35.650002
"2013-08-05",35.639999,35.75,34.73,34.889999,2748900,34.889999
"2013-08-06",34.919998,34.919998,33.259998,33.57,3489300,33.57
"2013-08-07",33.540001,34.259998,33.049999,34.060001,2436800,34.060001
"2013-08-08",34.439999,34.91,34.029999,34.810001,4028300,34.810001
"2013-08-09",34.779999,34.799999,33.619999,33.709999,3517200,33.709999
"2013-08-12",33.52,33.849998,33.18,33.209999,3591000,33.209999
"2013-08-13",33.369999,33.599998,30.639999,30.73,24075600,30.73
"2013-08-14",30.379999,30.5,29.51,30.040001,12727400,30.040001
"2013-08-15",30.040001,30.43,29.469999,30.1,6364000,30.1
"2013-08-16",30.200001,31.110001,30.1,30.860001,4655100,30.860001
"2013-08-19",30.75,30.9,30.01,30.030001,2196800,30.030001
"2013-08-20",30.120001,30.610001,29.92,30.059999,2206100,30.059999
"2013-08-21",30,30.26,29.65,29.73,3785600,29.73
"2013-08-22",29.780001,30.48,29.780001,30.110001,4666400,30.110001
"2013-08-23",30.24,30.309999,29.67,29.719999,3510500,29.719999
"2013-08-26",29.709999,30.280001,29.540001,29.860001,4916100,29.860001
"2013-08-27",29.25,29.280001,27.32,27.709999,12062700,27.709999
"2013-08-28",27.870001,28.08,27.41,27.93,8230400,27.93
"2013-08-29",28.540001,28.940001,28.25,28.5,5216100,28.5
"2013-08-30",28.57,29.059999,28.41,28.459999,5812600,28.459999
"2013-09-03",29.48,29.700001,28.389999,28.65,4509300,28.65
"2013-09-04",29.08,29.549999,28.74,29.33,5065900,29.33
"2013-09-05",29.290001,29.9,29.26,29.700001,3873200,29.700001
"2013-09-06",29.889999,30,29.309999,29.719999,5095700,29.719999
"2013-09-09",29.98,31.1,29.98,31.030001,6427600,31.030001
"2013-09-10",31.389999,33.470001,31.34,33.299999,10610800,33.299999
"2013-09-11",33.009998,33.259998,32.360001,32.66,6064300,32.66
"2013-09-12",32.740002,32.959999,31.620001,31.690001,4147700,31.690001
"2013-09-13",31.65,32.400002,31.65,32.200001,2291300,32.200001
"2013-09-16",32.959999,33.040001,32.330002,32.66,4278100,32.66
"2013-09-17",33.040001,33.450001,32.529999,32.950001,2321900,32.950001
"2013-09-18",32.880001,33.349998,32.259998,33.279999,4338600,33.279999
"2013-09-19",33.259998,33.91,33.119999,33.790001,3281300,33.790001
"2013-09-20",33.889999,34.450001,33.240002,33.5,5431100,33.5
"2013-09-23",33.290001,33.52,32.66,33.18,3421800,33.18
"2013-09-24",33.16,34.400002,33.009998,33.889999,3214800,33.889999
"2013-09-25",33.93,34.34,33.189999,34.130001,2554100,34.130001
"2013-09-26",34.200001,34.389999,33.639999,34.07,2344300,34.07
"2013-09-27",32.119999,32.549999,30.879999,30.91,12753700,30.91
"2013-09-30",30.58,31.200001,29.92,30.709999,5878100,30.709999
"2013-10-01",30.83,31.83,30.83,31.379999,5311600,31.379999
"2013-10-02",31.719999,32.07,30.860001,30.93,5802800,30.93
"2013-10-03",31.040001,31.67,30.65,31.65,3631600,31.65
"2013-10-04",31.610001,32.040001,31.32,31.74,3257500,31.74
"2013-10-07",31.67,31.67,30.959999,30.969999,2840700,30.969999
"2013-10-08",31.1,31.15,29.93,30.24,3626500,30.24
"2013-10-09",30.370001,30.610001,29.709999,30.08,3182600,30.08
"2013-10-10",30.48,30.700001,30.030001,30.120001,4193100,30.120001
"2013-10-11",30.18,30.360001,30.040001,30.120001,2859200,30.120001
"2013-10-14",29.959999,30.040001,29.389999,29.92,3288400,29.92
"2013-10-15",29.9,30.200001,29.469999,29.65,3083300,29.65
"2013-10-16",29.85,29.959999,29.110001,29.950001,6362600,29.950001
"2013-10-17",29.92,31.27,29.91,31.15,5740000,31.15
"2013-10-18",31.370001,31.459999,30.84,30.92,2611800,30.92
"2013-10-21",30.9,31.280001,30.379999,30.57,2297800,30.57
"2013-10-22",31,31.700001,30.870001,31.18,3673500,31.18
"2013-10-23",31.190001,31.6,30.92,30.950001,3377900,30.950001
"2013-10-24",30.719999,32.110001,29.629999,31.299999,9375700,31.299999
"2013-10-25",30.719999,31.780001,30.139999,31.17,7961200,31.17
"2013-10-28",31.27,32.279999,31.15,32.119999,6961100,32.119999
"2013-10-29",32.349998,34.099998,32.310001,33.91,9589000,33.91
"2013-10-30",34.029999,34.34,32.75,33.91,5400600,33.91
"2013-10-31",33.82,34.130001,33.25,33.950001,4739500,33.950001
"2013-11-01",33.950001,35.57,33.880001,35.540001,7567400,35.540001
"2013-11-04",35.57,36.799999,35.450001,35.849998,6870300,35.849998
"2013-11-05",35.959999,35.959999,34.990002,35.52,4181400,35.52
"2013-11-06",35.799999,35.959999,34.34,34.490002,4212300,34.490002
"2013-11-07",34.66,35.009998,33.889999,33.990002,4015400,33.990002
"2013-11-08",33.639999,35.619999,33.610001,35.360001,7082200,35.360001
"2013-11-11",35.41,35.59,34.959999,35.310001,3925400,35.310001
"2013-11-12",35.400002,37.82,35.400002,36.790001,12914800,36.790001
"2013-11-13",36.810001,36.860001,35.650002,36.02,5910300,36.02
"2013-11-14",36.099998,37.029999,36.099998,36.5,3734300,36.5
"2013-11-15",36.48,36.889999,36.470001,36.73,3667800,36.73
"2013-11-18",36.919998,37.299999,36.119999,36.380001,5135800,36.380001
"2013-11-19",37.84,38.91,37.490002,37.799999,16471200,37.799999
"2013-11-20",38.080002,38.099998,37.099998,37.27,5437900,37.27
"2013-11-21",37.049999,37.740002,36.970001,37.110001,3059100,37.110001
"2013-11-22",37.970001,38.790001,37.470001,38.540001,8035500,38.540001
"2013-11-25",38.970001,40.189999,38.799999,39.830002,8408300,39.830002
"2013-11-26",39.84,39.849998,38.810001,39.049999,6382400,39.049999
"2013-11-27",39.240002,39.66,39.080002,39.43,3707600,39.43
"2013-11-29",39.580002,39.700001,39,39.25,1559400,39.25
"2013-12-02",39.310001,39.619999,38.419998,38.560001,3604300,38.560001
"2013-12-03",38.419998,38.669998,37.040001,37.169998,5863400,37.169998
"2013-12-04",36.939999,37.580002,36.75,37.57,4493100,37.57
"2013-12-05",37.509998,37.740002,36.73,36.790001,3489100,36.790001
"2013-12-06",37.18,37.459999,36.57,36.740002,4188500,36.740002
"2013-12-09",36.68,37.720001,36.650002,37.549999,5377800,37.549999
"2013-12-10",37.66,38.169998,37.5,37.639999,5056000,37.639999
"2013-12-11",37.57,38.130001,36.450001,36.580002,5656500,36.580002
"2013-12-12",36.389999,37.93,36.389999,37.619999,5804500,37.619999
"2013-12-13",37.950001,38.880001,37.889999,38.529999,4385900,38.529999
"2013-12-16",38.740002,39,38.369999,38.470001,2869800,38.470001
"2013-12-17",38.48,38.490002,37.209999,37.310001,3672600,37.310001
"2013-12-18",37.360001,37.549999,36.509998,37.290001,3712600,37.290001
"2013-12-19",37.419998,37.689999,36.639999,37.27,2399300,37.27
"2013-12-20",37.310001,37.52,36.77,37.389999,4257900,37.389999
"2013-12-23",37.560001,37.830002,36.900002,36.98,3391300,36.98
"2013-12-24",36.959999,37.830002,36.700001,37.599998,2473300,37.599998
"2013-12-26",37.91,38.330002,37.610001,38.07,2518600,38.07
"2013-12-27",38.07,38.110001,36.560001,36.779999,3615200,36.779999
"2013-12-30",36.880001,37.43,36.790001,37.299999,2581000,37.299999
"2013-12-31",37.43,37.900002,37.349998,37.830002,2115500,37.830002
"2014-01-02",37.700001,38.130001,37.5,37.73,2228400,37.73
"2014-01-03",38.439999,40.150002,38.209999,39.950001,7080400,39.950001
"2014-01-06",40.110001,40.5,39.139999,39.360001,4640000,39.360001
"2014-01-07",39.580002,39.98,38.450001,38.689999,4528400,38.689999
"2014-01-08",39,41.060001,38.650002,41.02,7799500,41.02
"2014-01-09",44.130001,46.189999,43.709999,43.799999,24475700,43.799999
"2014-01-10",44.07,45.75,44.009998,45.080002,12481600,45.080002
"2014-01-13",45.310001,45.900002,44.34,44.599998,5528200,44.599998
"2014-01-14",44.810001,46.779999,44.75,46.75,8855400,46.75
"2014-01-15",46.5,46.77,45.509998,46.5,8506200,46.5
"2014-01-16",46.080002,47.240002,46.040001,47.209999,4673500,47.209999
"2014-01-17",47.299999,47.860001,46.419998,47.07,5887000,47.07
"2014-01-21",47.549999,47.919998,46.889999,47.91,7026800,47.91
"2014-01-22",47.900002,49.200001,47.869999,49.18,6962400,49.18
"2014-01-23",48.099998,48.740002,47,48.43,11049800,48.43
"2014-01-24",48.09,48.23,45.68,46.130001,10894800,46.130001
"2014-01-27",46.139999,46.970001,43.880001,45.27,7611000,45.27
"2014-01-28",45.349998,46.830002,45.349998,46.029999,6293800,46.029999
"2014-01-29",45.540001,46.720001,45.099998,45.43,5199100,45.43
"2014-01-30",45.970001,46.75,45.759998,46.43,4301600,46.43
"2014-01-31",46.290001,46.509998,45.82,45.84,4731400,45.84
"2014-02-03",45.91,45.959999,43.25,43.82,9528000,43.82
"2014-02-04",44.169998,44.369999,43.509998,43.970001,5430200,43.970001
"2014-02-05",43.490002,44.02,42.959999,43.610001,4482100,43.610001
"2014-02-06",43.639999,45.93,43.639999,45.029999,4084100,45.029999
"2014-02-07",45.029999,46.009998,44.880001,45.540001,3331400,45.540001
"2014-02-10",45.450001,45.84,44.459999,45.110001,2780500,45.110001
"2014-02-11",45.43,45.43,43.299999,44.009998,6444100,44.009998
"2014-02-12",44.060001,44.720001,43.349998,44.490002,4867700,44.490002
"2014-02-13",43.990002,45.139999,43.68,45.099998,3665800,45.099998
"2014-02-14",45.02,45.07,44.18,44.5,3373200,44.5
"2014-02-18",44.470001,44.810001,43.580002,43.66,5539200,43.66
"2014-02-19",43.529999,43.84,43.07,43.279999,4052600,43.279999
"2014-02-20",43.330002,45.849998,43.330002,45.689999,5218200,45.689999
"2014-02-21",45.459999,46.73,45.360001,45.599998,4131300,45.599998
"2014-02-24",45.639999,46.540001,45.25,46.099998,3347800,46.099998
"2014-02-25",46.889999,48.450001,46.650002,47.259998,6162700,47.259998
"2014-02-26",47.25,47.540001,46.419998,46.810001,3399200,46.810001
"2014-02-27",46.810001,47.349998,46.419998,46.509998,3054000,46.509998
"2014-02-28",45.220001,45.950001,44.740002,44.959999,9394500,44.959999
"2014-03-03",44.259998,44.259998,43.380001,44.009998,4780200,44.009998
"2014-03-04",44.73,45.5,44.73,45.240002,3811700,45.240002
"2014-03-05",45.419998,47.380001,45.360001,47.099998,4926600,47.099998
"2014-03-06",47.59,48.849998,47.580002,47.98,6104200,47.98
"2014-03-07",48.220001,48.5,46.970001,47.75,2848000,47.75
"2014-03-10",47.709999,49.18,46.41,46.66,4580200,46.66
"2014-03-11",46.630001,47.130001,45.919998,46.200001,2994800,46.200001
"2014-03-12",45.990002,46.57,45.57,45.939999,3210000,45.939999
"2014-03-13",46.18,46.23,44.5,44.93,3632000,44.93
"2014-03-14",44.689999,45.43,44.18,44.400002,4864800,44.400002
"2014-03-17",44.98,45.939999,44.470001,45.639999,4947700,45.639999
"2014-03-18",45.639999,46.939999,45.16,45.220001,4338000,45.220001
"2014-03-19",45.200001,45.5,44.380001,44.669998,3595600,44.669998
"2014-03-20",44.470001,45.380001,44.099998,45.23,3493100,45.23
"2014-03-21",45.43,45.470001,43.84,44.330002,6295800,44.330002
"2014-03-24",45.029999,45.259998,43.650002,44.450001,4280300,44.450001
"2014-03-25",44.68,45.5,44.5,45.200001,3210900,45.200001
"2014-03-26",45.48,45.68,44.130001,44.130001,3311400,44.130001
"2014-03-27",44,44.080002,42.849998,43.889999,3501100,43.889999
"2014-03-28",44,44.84,42.91,42.959999,3381400,42.959999
"2014-03-31",43.259998,44.799999,43.259998,44.630001,3105700,44.630001
"2014-04-01",45.970001,46.919998,45.77,46.900002,6527800,46.900002
"2014-04-02",47.009998,48.200001,46.950001,47.23,3946300,47.23
"2014-04-03",47.029999,47.439999,45.75,46.450001,2967900,46.450001
"2014-04-04",46.810001,46.970001,44.529999,44.880001,3915600,44.880001
"2014-04-07",44.5,45.290001,43.869999,44.349998,5026900,44.349998
"2014-04-08",44.23,44.689999,42.77,43.310001,6329100,43.310001
"2014-04-09",43.18,44.619999,42.540001,44.52,9319900,44.52
"2014-04-10",44.41,44.75,42.259998,42.279999,5767000,42.279999
"2014-04-11",41.970001,42.869999,40.880001,41.490002,4168600,41.490002
"2014-04-14",41.880001,42,40.43,41.119999,4537700,41.119999
"2014-04-15",41.779999,42.77,40.5,41.98,5000900,41.98
"2014-04-16",42.27,44.490002,42.189999,43.939999,4613900,43.939999
"2014-04-17",44,44.029999,42.77,43.549999,3224100,43.549999
"2014-04-21",43.419998,44.080002,42.799999,43.779999,3539300,43.779999
"2014-04-22",44.049999,45.950001,44.040001,45.810001,4664200,45.810001
"2014-04-23",47.060001,47.490002,45.509998,46.060001,4338700,46.060001
"2014-04-24",44.18,44.580002,40.810001,41.529999,15587900,41.529999
"2014-04-25",41.52,41.540001,39.25,39.41,13220400,39.41
"2014-04-28",39.630001,39.82,38.060001,39.200001,11360600,39.200001
"2014-04-29",39.349998,41.599998,39.27,41.560001,9453000,41.560001
"2014-04-30",41.66,42.169998,40.490002,40.869999,8674700,40.869999
"2014-05-01",40.77,41.880001,40.689999,40.919998,3201400,40.919998
"2014-05-02",41.009998,41.34,40.25,40.720001,2637700,40.720001
"2014-05-05",40.259998,41,39.75,40.52,3337800,40.52
"2014-05-06",40.549999,41.049999,39.91,40.09,2852200,40.09
"2014-05-07",40.080002,40.419998,38.93,39.900002,5593100,39.900002
"2014-05-08",39.77,41.470001,39.709999,40.369999,5041300,40.369999
"2014-05-09",40.279999,40.470001,39.509998,40.16,3885000,40.16
"2014-05-12",40.330002,41.59,40.220001,41.580002,5333300,41.580002
"2014-05-13",41.549999,42.34,41.310001,42.139999,4172500,42.139999
"2014-05-14",41.900002,42.209999,41.130001,41.889999,3406700,41.889999
"2014-05-15",41.48,41.650002,40.119999,40.799999,4732500,40.799999
"2014-05-16",40.610001,41.049999,39.560001,40.509998,4289400,40.509998
"2014-05-19",40.299999,41.75,40.209999,41.240002,3127100,41.240002
"2014-05-20",41.259998,41.34,40.02,40.380001,4368400,40.380001
"2014-05-21",40.43,41.98,40.43,41.32,6504000,41.32
"2014-05-22",41.259998,42.360001,41.23,42,3589600,42
"2014-05-23",42,44.389999,41.959999,43.57,7412100,43.57
"2014-05-27",43.810001,44,43.27,43.490002,3643600,43.490002
"2014-05-28",43.610001,45.419998,43.200001,44.889999,4373300,44.889999
"2014-05-29",44.779999,45.330002,43.849998,44.599998,5394100,44.599998
"2014-05-30",44.610001,45.299999,43.77,44.369999,7028800,44.369999
"2014-06-02",44.490002,46.82,44.369999,46.700001,7957600,46.700001
"2014-06-03",46.630001,47.75,46.5,47.509998,7507000,47.509998
"2014-06-04",47.400002,48.060001,46.279999,46.869999,10944600,46.869999
"2014-06-05",46.93,47.689999,46.830002,47,4454800,47
"2014-06-06",47.25,48.130001,47.150002,48.049999,4178200,48.049999
"2014-06-09",47.599998,48.130001,46.18,46.380001,7622000,46.380001
"2014-06-10",46.259998,47.900002,45.5,47.759998,6683600,47.759998
"2014-06-11",46.990002,47.27,44.919998,45.259998,9453100,45.259998
"2014-06-12",44.02,44.130001,41.599998,42.599998,17072500,42.599998
"2014-06-13",42.650002,43.369999,41.91,42.779999,10900500,42.779999
"2014-06-16",42.490002,42.77,41.759998,42.529999,6974500,42.529999
"2014-06-17",42.580002,44.049999,42.400002,43.919998,6882900,43.919998
"2014-06-18",43.82,43.900002,43.009998,43.759998,5034900,43.759998
"2014-06-19",44.240002,44.700001,43.130001,43.630001,3676700,43.630001
"2014-06-20",43.799999,44.18,43.5,43.66,4864900,43.66
"2014-06-23",43.639999,43.66,42.25,43.150002,5024000,43.150002
"2014-06-24",43.150002,43.59,41.59,41.790001,6871400,41.790001
"2014-06-25",41.580002,42.209999,40.740002,41.810001,5060000,41.810001
"2014-06-26",41.490002,42.23,41.040001,41.509998,6673100,41.509998
"2014-06-27",41.599998,42.080002,41.040001,41.490002,4881500,41.490002
"2014-06-30",41.619999,42.189999,41,41.07,4453000,41.07
"2014-07-01",41.740002,42.400002,41.310001,42.259998,6201000,42.259998
"2014-07-02",40.889999,40.990002,39.220001,39.27,12841200,39.27
"2014-07-03",39.549999,40.490002,39.549999,39.880001,4290700,39.880001
"2014-07-07",39.869999,40.009998,38.080002,38.619999,8454700,38.619999
"2014-07-08",37.439999,39.779999,36.650002,39.540001,15925200,39.540001
"2014-07-09",40.549999,40.98,39.240002,40.07,7504500,40.07
"2014-07-10",41.599998,45.259998,41.200001,45.169998,20815900,45.169998
"2014-07-11",44.959999,45.810001,44.66,45.700001,7650600,45.700001
"2014-07-14",45.73,45.830002,44.82,44.919998,5269100,44.919998
"2014-07-15",45.240002,45.900002,44.889999,45.220001,5158400,45.220001
"2014-07-16",45.349998,45.59,44.740002,44.900002,3880400,44.900002
"2014-07-17",44.68,45.330002,42.959999,43.349998,8266200,43.349998
"2014-07-18",43.759998,44.59,43.650002,44.25,5226100,44.25
"2014-07-21",44.25,44.27,43.549999,43.790001,2590700,43.790001
"2014-07-22",44.09,45.099998,43.959999,44.82,3545700,44.82
"2014-07-23",44.75,46.32,44.599998,46,7820700,46
"2014-07-24",48.93,49.279999,44.549999,44.919998,14792900,44.919998
"2014-07-25",45.52,47.990002,45.220001,46.779999,11748200,46.779999
"2014-07-28",46.799999,47.290001,45.880001,46.549999,5312900,46.549999
"2014-07-29",46.77,46.900002,45.75,45.84,4900100,45.84
"2014-07-30",47.43,47.740002,46.150002,46.970001,7006100,46.970001
"2014-07-31",46.040001,47.220001,45.450001,46.389999,5015500,46.389999
"2014-08-01",46.5,46.77,45.630001,46.73,3360900,46.73
"2014-08-04",46.68,47.389999,44.950001,45.5,5029500,45.5
"2014-08-05",45.68,46.169998,43.5,43.939999,8486300,43.939999
"2014-08-06",43.549999,44.240002,42.66,43.889999,5368700,43.889999
"2014-08-07",44.09,44.720001,42.709999,43.259998,5836500,43.259998
"2014-08-08",43.23,43.23,41.93,42.950001,6789000,42.950001
"2014-08-11",43.41,43.75,42.75,43.119999,4971500,43.119999
"2014-08-12",43.41,43.639999,42.599998,42.799999,4529100,42.799999
"2014-08-13",43.09,44.66,42.709999,44.110001,4068800,44.110001
"2014-08-14",44.150002,45.939999,44.150002,45.919998,5620900,45.919998
"2014-08-15",46,46.400002,44.990002,46.009998,5649100,46.009998
"2014-08-18",46.400002,47.889999,46.32,47.84,5664900,47.84
"2014-08-19",47.799999,48.32,47.419998,47.68,5411500,47.68
"2014-08-20",47.98,49.360001,47.810001,49.25,4813800,49.25
"2014-08-21",49.450001,49.52,47.830002,48.009998,5271500,48.009998
"2014-08-22",48.189999,48.849998,48,48.459999,3380700,48.459999
"2014-08-25",48.799999,49,48.080002,48.509998,3591100,48.509998
"2014-08-26",48.650002,48.82,48.080002,48.220001,2270200,48.220001
"2014-08-27",48.18,48.75,47.919998,48.220001,2438100,48.220001
"2014-08-28",47.830002,48.5,47.52,48.32,2203700,48.32
"2014-08-29",48.150002,48.41,47.23,47.610001,4096000,47.610001
"2014-09-02",48,50,48,49.990002,6237800,49.990002
"2014-09-03",48.740002,49.150002,48.200001,49.029999,5439400,49.029999
"2014-09-04",49.27,50.860001,48.799999,50.419998,5688300,50.419998
"2014-09-05",50.290001,51.700001,49.830002,50.73,6309200,50.73
"2014-09-08",51.130001,51.740002,50.860001,51.130001,5489500,51.130001
"2014-09-09",50.900002,52.450001,50.5,50.84,6348800,50.84
"2014-09-10",51,51.900002,50.560001,51.740002,4671400,51.740002
"2014-09-11",52,52.41,50.599998,51.029999,5888900,51.029999
"2014-09-12",51.040001,51.48,50.369999,50.41,5294800,50.41
"2014-09-15",50.41,50.5,49.169998,49.560001,4064800,49.560001
"2014-09-16",49.27,49.959999,48.439999,49.540001,4920900,49.540001
"2014-09-17",49.84,50.630001,48.720001,48.93,5042600,48.93
"2014-09-18",49,50.049999,48.470001,49.900002,3552300,49.900002
"2014-09-19",50.02,50.18,49.220001,49.380001,5738500,49.380001
"2014-09-22",49.470001,49.470001,47.540001,47.790001,4804800,47.790001
"2014-09-23",47.73,48.759998,47,48.25,4098800,48.25
"2014-09-24",48.150002,48.75,47.889999,48.200001,3987500,48.200001
"2014-09-25",47.959999,47.959999,46.43,47.009998,5666300,47.009998
"2014-09-26",47.060001,47.48,46.650002,47.330002,2837700,47.330002
"2014-09-29",46.68,47.220001,46.27,46.75,3585400,46.75
"2014-09-30",46.759998,47.259998,45.720001,46.790001,5221900,46.790001
"2014-10-01",45.619999,46.150002,44.369999,45.470001,10629300,45.470001
"2014-10-02",45.799999,46.939999,45.27,46.130001,5260700,46.130001
"2014-10-03",46.93,48.849998,46.93,48.279999,6526600,48.279999
"2014-10-06",48.34,48.799999,46.889999,46.939999,5318400,46.939999
"2014-10-07",46.630001,46.810001,45.360001,45.490002,5872100,45.490002
"2014-10-08",45.970001,46,42.860001,43.830002,10650900,43.830002
"2014-10-09",46.200001,47.18,44.459999,45.040001,15993400,45.040001
"2014-10-10",44.889999,45.709999,42.860001,43.740002,7869600,43.740002
"2014-10-13",44.080002,44.209999,39.459999,40.549999,14869500,40.549999
"2014-10-14",41.630001,43.869999,41.419998,43.169998,10138500,43.169998
"2014-10-15",40.48,44.189999,39.790001,42.549999,15803300,42.549999
"2014-10-16",41.400002,44.439999,41.360001,43.77,10699200,43.77
"2014-10-17",44.25,45.450001,43.970001,44.68,4644000,44.68
"2014-10-20",45.650002,47.630001,45.23,47.290001,8639600,47.290001
"2014-10-21",48.130001,50,48.07,49.509998,9314000,49.509998
"2014-10-22",49.68,49.939999,48.830002,49.060001,7620900,49.060001
"2014-10-23",46.66,50.549999,46.66,49.419998,15770500,49.419998
"2014-10-24",49.32,50.220001,48.150002,49.619999,7255600,49.619999
"2014-10-27",49.639999,51.84,49.259998,51.73,10247200,51.73
"2014-10-28",51.959999,53.259998,51.130001,52.360001,8493900,52.360001
"2014-10-29",52.310001,52.740002,51.540001,52.259998,5327900,52.259998
"2014-10-30",52.18,52.43,51.369999,51.740002,3917400,51.740002
"2014-10-31",52.939999,53.650002,52.439999,52.810001,6389900,52.810001
"2014-11-03",52.950001,54.459999,52.810001,54.279999,4787300,54.279999
"2014-11-04",54.990002,56.900002,54.970001,55.209999,7707500,55.209999
"2014-11-05",55.580002,55.650002,53.77,54.110001,3868100,54.110001
"2014-11-06",54.849998,56.470001,54.599998,55.66,6666700,55.66
"2014-11-07",55.43,55.84,53.869999,54.18,5311400,54.18
"2014-11-10",53.700001,54.959999,53.259998,54.830002,3902100,54.830002
"2014-11-11",54.77,55.25,54.240002,54.66,3632500,54.66
"2014-11-12",54.279999,54.740002,53.560001,54.599998,3120300,54.599998
"2014-11-13",54.790001,56.790001,54.68,56.759998,6223200,56.759998
"2014-11-14",56.25,57.200001,55.73,56.099998,5260500,56.099998
"2014-11-17",56.080002,57,55.860001,55.990002,4929400,55.990002
"2014-11-18",56.23,58.860001,56.040001,58.290001,6590700,58.290001
"2014-11-19",57.450001,58.27,56.470001,57.540001,3836600,57.540001
"2014-11-20",56.790001,57.639999,56.040001,56.389999,4670800,56.389999
"2014-11-21",56.59,56.630001,54.610001,55.330002,5273700,55.330002
"2014-11-24",56.130001,56.5,55.25,55.91,3794400,55.91
"2014-11-25",55.68,56.77,55.110001,56.25,6844200,56.25
"2014-11-26",56.529999,56.799999,56.240002,56.599998,3548800,56.599998
"2014-11-28",59.639999,61.93,59.009998,61.23,8699400,61.23
